customer_id,order_size_variability,total_orders,total_sales,average_order_value,total_profit,average_profit_per_order,purchase_consistency,engagement_score,loyalty_status,shipping_mode_preference,promotion_response,churn_risk,recency,recency_score,frequency_score,monetary_score,rfm_score,segment,product_diversity,category_preference,first_purchase_date,last_purchase_date,customer_tenure,cross_buy_index,region_preference,customer_segment,state_preference,city_preference
PS-19045,1044.2346630840486,7,6843.634,977.662,1742.7296999999999,248.96138571428568,72 days,0.4117647058823529,Regular,Standard Class,0.23076923076923078,High,236,1,3,4,134,Big Spenders,3,Office Supplies,2014-12-20,2017-05-08,870,8,South,Home Office,Virginia,Harrisonburg
PT-19090,34.39812232970753,4,160.572,40.143,-20.0508,-5.0127,189 days,0.23529411764705882,Regular,Same Day,1.0,Low,71,3,1,1,311,Others,2,Office Supplies,2014-09-12,2017-10-20,1134,5,South,Consumer,Florida,Jacksonville
PV-18985,444.1189947501654,5,2876.046,575.2092,434.52840000000003,86.90568,98 days,0.29411764705882354,Regular,Standard Class,0.38461538461538464,Low,89,2,1,3,213,Others,3,Office Supplies,2014-07-12,2017-10-02,1178,9,West,Home Office,California,League City
PW-19030,417.26010593516565,10,3454.916,345.4916,803.8169,80.38169,106 days,0.5882352941176471,Regular,Standard Class,0.23076923076923078,Low,46,3,4,3,343,Potential Loyalists,3,Office Supplies,2014-05-16,2017-11-14,1278,9,East,Corporate,New York,New York City
PW-19240,713.3157224206171,7,3922.4150000000004,560.345,1290.354,184.3362857142857,61 days,0.4117647058823529,Regular,Second Class,0.5,High,464,1,3,4,134,Big Spenders,3,Office Supplies,2014-11-18,2016-09-22,674,8,East,Consumer,Delaware,Wilmington
QJ-19255,1195.4032782369475,9,6108.338,678.7042222222221,1203.6768,133.74186666666665,113 days,0.5294117647058824,Regular,Standard Class,0.38461538461538464,Low,25,4,4,4,444,Champions,3,Office Supplies,2014-03-17,2017-12-05,1359,8,East,Corporate,Pennsylvania,Philadelphia
RA-19285,299.29018892751014,9,2617.906,290.8784444444444,546.0882,60.67646666666667,69 days,0.5294117647058824,Regular,Standard Class,0.6470588235294118,Low,5,4,4,3,443,Loyal Customers,3,Office Supplies,2014-12-13,2017-12-25,1108,9,West,Consumer,California,Lakeland
RA-19885,280.662331460211,6,2616.3940000000002,436.0656666666667,976.7264,162.78773333333334,83 days,0.35294117647058826,Regular,Standard Class,0.21428571428571427,Low,43,3,2,3,323,Others,3,Office Supplies,2014-11-22,2017-11-17,1091,9,South,Corporate,California,San Francisco
RA-19915,444.02713108884365,9,4793.543,532.6158888888889,304.8673,33.87414444444445,60 days,0.5294117647058824,Regular,Standard Class,0.6818181818181818,Low,12,4,4,4,444,Champions,3,Office Supplies,2014-06-30,2017-12-18,1267,9,Central,Consumer,Texas,Columbus
RA-19945,191.49251911563022,5,1686.9225,337.3845,-445.695,-89.139,144 days,0.29411764705882354,Regular,Same Day,0.8888888888888888,Low,61,3,1,2,312,Others,3,Office Supplies,2014-08-29,2017-10-30,1158,6,Central,Consumer,Florida,Dallas
RB-19330,258.49526755487545,2,1008.1959999999999,504.09799999999996,-164.40619999999998,-82.20309999999999,214 days,0.11764705882352941,New,Standard Class,1.0,Low,68,3,1,1,311,Others,3,Office Supplies,2014-11-17,2017-10-23,1071,5,Central,Consumer,Texas,Austin
RB-19360,3285.071836281322,6,15117.339,2519.5565,6976.0959,1162.68265,31 days,0.35294117647058826,Regular,Second Class,0.3333333333333333,Low,96,2,2,4,224,Big Spenders,3,Office Supplies,2016-04-01,2017-09-25,542,10,East,Consumer,New York,Auburn
RB-19435,257.1233028350082,8,2663.0860000000002,332.88575000000003,477.23990000000003,59.654987500000004,91 days,0.47058823529411764,Regular,Standard Class,0.3125,Low,19,4,3,3,433,Loyal Customers,3,Office Supplies,2014-03-11,2017-12-11,1371,9,West,Consumer,California,San Diego
RB-19465,281.008947251477,12,4715.466,392.95550000000003,640.5466,53.378883333333334,62 days,0.7058823529411765,VIP,Standard Class,0.4782608695652174,Low,9,4,4,4,444,Champions,3,Office Supplies,2014-03-14,2017-12-21,1378,10,Central,Home Office,Illinois,Chicago
RB-19570,59.06349049963099,5,528.546,105.70920000000001,76.8879,15.37758,73 days,0.29411764705882354,Regular,First Class,0.5555555555555556,Low,25,4,1,1,411,Loyal Customers,3,Office Supplies,2016-04-28,2017-12-05,586,8,Central,Consumer,Indiana,Columbus
RB-19645,22.1937752748914,5,221.084,44.2168,72.679,14.5358,96 days,0.29411764705882354,Regular,Standard Class,0.7142857142857143,High,648,1,1,1,111,At Risk,3,Office Supplies,2014-08-23,2016-03-22,577,6,South,Corporate,Tennessee,Memphis
RB-19705,405.1246875732622,4,2067.45,516.8625,243.07549999999998,60.768874999999994,134 days,0.23529411764705882,Regular,First Class,0.42857142857142855,Low,54,3,1,2,312,Others,3,Office Supplies,2015-08-22,2017-11-06,807,5,East,Home Office,New York,New York City
RB-19795,511.60648296494907,8,5633.316000000001,704.1645000000001,-461.73319999999995,-57.716649999999994,74 days,0.47058823529411764,Regular,Standard Class,0.7777777777777778,Low,32,3,3,4,334,Big Spenders,3,Office Supplies,2014-06-03,2017-11-28,1274,8,South,Home Office,North Carolina,Philadelphia
RC-19825,107.25708254723529,6,966.409,161.06816666666666,63.991400000000006,10.665233333333335,83 days,0.35294117647058826,Regular,First Class,0.5,High,369,1,2,1,121,Others,3,Office Supplies,2014-12-05,2016-12-26,752,9,West,Consumer,California,Pasadena
RC-19960,75.3091728349934,6,885.752,147.62533333333332,10.563300000000002,1.7605500000000003,111 days,0.35294117647058826,Regular,Second Class,0.7272727272727273,Low,110,2,2,1,221,Others,3,Office Supplies,2014-08-25,2017-09-11,1113,7,East,Consumer,Ohio,Columbus
RD-19480,483.5205040456624,8,4272.93,534.11625,480.594,60.07425,87 days,0.47058823529411764,Regular,Standard Class,0.5333333333333333,Low,72,3,3,4,334,Big Spenders,3,Office Supplies,2014-06-08,2017-10-19,1229,7,West,Consumer,California,San Francisco
RD-19585,248.90788058583237,10,2912.8940000000002,291.2894,734.5158,73.45158,66 days,0.5882352941176471,Regular,Standard Class,0.15789473684210525,Low,180,2,4,3,243,Potential Loyalists,3,Office Supplies,2014-04-02,2017-07-03,1188,9,South,Consumer,California,Henderson
RD-19660,638.584144122605,5,2786.632,557.3264,835.772,167.1544,219 days,0.29411764705882354,Regular,Standard Class,0.4,Low,114,2,1,3,213,Others,2,Office Supplies,2015-04-12,2017-09-07,879,5,Central,Home Office,Missouri,Independence
RD-19720,77.37534000964322,10,1419.737,141.9737,207.3304,20.73304,65 days,0.5882352941176471,Regular,Standard Class,0.55,Low,21,4,4,2,442,Loyal Customers,3,Office Supplies,2014-07-20,2017-12-09,1238,11,West,Consumer,California,Morgan Hill
RD-19810,104.60833106402185,8,1137.616,142.202,318.4625,39.8078125,76 days,0.47058823529411764,Regular,First Class,0.625,Low,14,4,3,2,432,Loyal Customers,3,Office Supplies,2014-10-27,2017-12-16,1146,9,Central,Home Office,Illinois,Chicago
RD-19900,248.5671409176239,9,3133.924,348.21377777777775,455.5292,50.614355555555555,62 days,0.5294117647058824,Regular,Standard Class,0.2857142857142857,Low,114,2,4,3,243,Potential Loyalists,3,Office Supplies,2014-04-05,2017-09-07,1251,9,West,Consumer,California,San Diego
RD-19930,190.00763957144224,4,970.9420000000001,242.73550000000003,35.05740000000001,8.764350000000002,126 days,0.23529411764705882,Regular,Standard Class,1.0,Low,42,3,1,1,311,Others,3,Office Supplies,2014-10-03,2017-11-18,1142,9,Central,Consumer,Texas,Dallas
RE-19405,0.0,1,48.36,48.36,6.045,6.045,,0.058823529411764705,New,Second Class,1.0,High,1097,1,1,1,111,At Risk,1,Office Supplies,2014-12-29,2014-12-29,0,1,East,Consumer,Ohio,Kent
RE-19450,78.64236550994634,5,876.696,175.3392,209.2294,41.84588,125 days,0.29411764705882354,Regular,First Class,0.4444444444444444,High,302,1,1,1,111,At Risk,3,Office Supplies,2014-06-03,2017-03-03,1004,6,Central,Consumer,Illinois,Decatur
RF-19345,390.59026987469014,8,3309.15,413.64375,633.7072000000001,79.21340000000001,62 days,0.47058823529411764,Regular,Second Class,0.375,High,390,1,3,3,133,Others,3,Office Supplies,2014-05-20,2016-12-05,930,8,South,Corporate,Georgia,Marietta
RF-19735,173.98564211394628,7,2341.2960000000003,334.4708571428572,711.6168,101.65954285714285,88 days,0.4117647058823529,Regular,Standard Class,0.07142857142857142,Low,89,2,3,3,233,Others,3,Office Supplies,2014-08-06,2017-10-02,1153,10,Central,Consumer,Michigan,Oklahoma City
RF-19840,113.32497654894168,8,945.222,118.15275,280.0261,35.0032625,113 days,0.47058823529411764,Regular,Standard Class,0.18181818181818182,Low,6,4,3,1,431,Loyal Customers,3,Office Supplies,2014-11-12,2017-12-24,1138,8,South,Consumer,Virginia,Chesapeake
RH-19495,836.3925555513479,5,3621.3759999999997,724.2751999999999,563.7877,112.75753999999999,170 days,0.29411764705882354,Regular,Same Day,0.375,Low,32,3,1,3,313,Others,3,Office Supplies,2014-08-23,2017-11-28,1193,4,East,Consumer,New York,New York City
RH-19510,998.4925638893984,6,6979.18,1163.1966666666667,1289.4535,214.90891666666667,61 days,0.35294117647058826,Regular,First Class,0.16666666666666666,High,467,1,2,4,124,Big Spenders,3,Office Supplies,2014-11-16,2016-09-19,673,8,West,Home Office,California,Providence
RH-19555,396.7259949789023,2,740.382,370.191,0.30570000000000164,0.15285000000000082,119 days,0.11764705882352941,New,Standard Class,1.0,High,519,1,1,1,111,At Risk,1,Office Supplies,2015-12-04,2016-07-29,238,2,South,Consumer,North Carolina,Charlotte
RH-19600,164.551656570209,2,2056.7400000000002,1028.3700000000001,165.3761,82.68805,14 days,0.11764705882352941,New,Second Class,0.5,High,783,1,1,2,112,Others,3,Office Supplies,2015-07-02,2015-11-08,129,7,Central,Consumer,Illinois,Carol Stream
RK-19300,270.2768426357369,3,1460.192,486.73066666666665,269.688,89.896,110 days,0.17647058823529413,New,Second Class,0.25,Low,119,2,1,2,212,Others,3,Office Supplies,2015-07-20,2017-09-02,775,5,Central,Consumer,Indiana,South Bend
RL-19615,340.8906887728342,7,5232.21,747.4585714285714,202.3874,28.912485714285715,47 days,0.4117647058823529,Regular,Second Class,0.8181818181818182,Low,121,2,3,4,234,Big Spenders,3,Office Supplies,2014-12-05,2017-08-31,1000,12,Central,Consumer,Illinois,Chicago
RM-19375,184.79936259389834,6,1453.474,242.24566666666666,392.1499,65.35831666666667,123 days,0.35294117647058826,Regular,Standard Class,0.2222222222222222,High,345,1,2,2,122,Others,3,Office Supplies,2014-05-11,2017-01-19,984,8,East,Consumer,Vermont,Burlington
RM-19675,905.384325394892,5,5979.0960000000005,1195.8192000000001,1902.5438000000001,380.50876000000005,113 days,0.29411764705882354,Regular,Second Class,0.2727272727272727,Low,6,4,1,4,414,Loyal Customers,3,Technology,2014-11-14,2017-12-24,1136,7,East,Home Office,California,Los Angeles
RM-19750,32.2369981542947,1,98.35,98.35,28.6879,28.6879,0 days,0.058823529411764705,New,Second Class,0.0,High,299,1,1,1,111,At Risk,2,Furniture,2017-03-06,2017-03-06,0,2,East,Consumer,New York,New York City
RO-19780,477.1643808966199,7,3815.478,545.0682857142857,-1262.5716000000002,-180.36737142857146,84 days,0.4117647058823529,Regular,Standard Class,0.8333333333333334,Low,35,3,3,4,334,Big Spenders,3,Office Supplies,2015-05-12,2017-11-25,928,8,Central,Consumer,Texas,Houston
RP-19270,104.60584358889442,4,954.6452,238.6613,59.538399999999996,14.884599999999999,61 days,0.23529411764705882,Regular,Second Class,0.6666666666666666,High,496,1,1,1,111,At Risk,3,Office Supplies,2014-10-19,2016-08-21,672,6,West,Corporate,California,San Francisco
RP-19390,574.6274815138123,12,5153.084,429.42366666666663,465.25030000000015,38.770858333333344,53 days,0.7058823529411765,VIP,First Class,0.4,Low,33,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-05-24,2017-11-27,1283,10,East,Consumer,Washington,Seattle
RP-19855,201.8668093318676,8,2170.716,271.3395,594.5868,74.32335,95 days,0.47058823529411764,Regular,Standard Class,0.3333333333333333,Low,28,4,3,2,432,Loyal Customers,2,Office Supplies,2014-04-05,2017-12-02,1337,7,Central,Corporate,California,Los Angeles
RR-19315,246.4697928509699,2,615.932,307.966,-73.835,-36.9175,130 days,0.11764705882352941,New,Same Day,0.75,Low,19,4,1,1,411,Loyal Customers,2,Furniture,2016-11-14,2017-12-11,392,4,Central,Consumer,Illinois,Aurora
RR-19525,418.2419371123741,6,3302.2619999999997,550.377,721.6826,120.28043333333333,115 days,0.35294117647058826,Regular,Standard Class,0.3,Low,170,2,2,3,223,Others,3,Office Supplies,2014-09-09,2017-07-13,1038,6,East,Corporate,Massachusetts,Lowell
RS-19420,465.165502037835,5,3221.29,644.258,633.4513999999999,126.69027999999999,145 days,0.29411764705882354,Regular,First Class,0.0,Low,76,2,1,3,213,Others,2,Office Supplies,2014-08-05,2017-10-15,1167,6,East,Corporate,Connecticut,Meriden
RS-19765,335.21734330952285,8,4159.7699999999995,519.9712499999999,1206.3851,150.7981375,102 days,0.47058823529411764,Regular,Standard Class,0.35714285714285715,Low,36,3,3,4,334,Big Spenders,3,Office Supplies,2014-04-07,2017-11-24,1327,9,South,Corporate,South Carolina,Los Angeles
RS-19870,2.128666562271633,2,22.328,11.164,9.5838,4.7919,276 days,0.11764705882352941,New,Second Class,0.3333333333333333,Low,19,4,1,1,411,Loyal Customers,1,Office Supplies,2016-06-07,2017-12-11,552,3,Central,Home Office,Iowa,Burlington
RW-19540,569.37758232671,7,7397.401,1056.7715714285714,1586.6273,226.66104285714286,42 days,0.4117647058823529,Regular,Standard Class,0.4782608695652174,Low,120,2,3,4,234,Big Spenders,3,Office Supplies,2015-02-03,2017-09-01,941,9,West,Corporate,California,Brentwood
RW-19630,359.56650055270256,9,3279.746,364.41622222222225,698.8325,77.64805555555556,79 days,0.5294117647058824,Regular,Standard Class,0.5,Low,89,2,4,3,243,Potential Loyalists,3,Office Supplies,2014-06-28,2017-10-02,1192,11,Central,Corporate,California,Chicago
RW-19690,488.5503376871308,5,3495.646,699.1292000000001,707.5503,141.51006,35 days,0.29411764705882354,Regular,Second Class,0.2,Low,79,2,1,3,213,Others,2,Office Supplies,2016-05-30,2017-10-12,500,6,Central,Consumer,Missouri,Springfield
SA-20830,597.7291043838677,10,4767.3415,476.73415000000006,610.1496000000001,61.01496000000001,67 days,0.5882352941176471,Regular,Standard Class,0.6666666666666666,Low,63,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-02-22,2017-10-28,1344,9,South,Consumer,California,Fresno
SB-20170,318.42970091670907,3,1348.02,449.34,157.6658,52.55526666666666,183 days,0.17647058823529413,New,Standard Class,0.5714285714285714,High,201,1,1,2,112,Others,2,Office Supplies,2014-06-06,2017-06-12,1102,6,East,Consumer,New York,New York City
SB-20185,879.9927457985439,6,6410.996,1068.4993333333334,885.4623999999999,147.57706666666664,91 days,0.35294117647058826,Regular,Standard Class,0.6666666666666666,High,188,1,2,4,124,Big Spenders,3,Technology,2014-09-20,2017-06-25,1009,9,West,Consumer,California,Los Angeles
SB-20290,900.7211839075856,7,8057.891,1151.1272857142856,-2082.7451,-297.5350142857143,80 days,0.4117647058823529,Regular,Standard Class,0.5882352941176471,Low,47,3,3,4,334,Big Spenders,3,Office Supplies,2014-05-09,2017-11-13,1284,10,East,Corporate,Kentucky,Henderson
SC-20020,226.90532903650006,5,3362.9636,672.59272,-317.0508,-63.41016,38 days,0.29411764705882354,Regular,Standard Class,0.6470588235294118,High,781,1,1,3,113,Others,3,Office Supplies,2014-03-03,2015-11-10,617,9,Central,Consumer,Texas,Plano
SC-20050,536.8815005124103,9,4624.572,513.8413333333333,1011.7443,112.41603333333333,95 days,0.5294117647058824,Regular,Standard Class,0.5333333333333333,Low,40,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-03-18,2017-11-20,1343,9,West,Home Office,California,Burbank
SC-20095,2004.374516021669,9,14142.333999999999,1571.3704444444443,5757.411899999999,639.7124333333333,50 days,0.5294117647058824,Regular,Standard Class,0.3181818181818182,High,349,1,4,4,144,Potential Loyalists,3,Office Supplies,2014-02-12,2017-01-15,1068,10,West,Consumer,California,Los Angeles
SC-20230,862.2101946640495,4,4371.9580000000005,1092.9895000000001,440.14099999999996,110.03524999999999,42 days,0.23529411764705882,Regular,Standard Class,0.5454545454545454,Low,149,2,1,4,214,Big Spenders,3,Office Supplies,2016-06-06,2017-08-03,423,7,West,Corporate,California,Los Angeles
SC-20260,396.9007698556116,8,3729.7929999999997,466.22412499999996,671.0033999999999,83.87542499999999,69 days,0.47058823529411764,Regular,Standard Class,0.5555555555555556,High,187,1,3,3,133,Others,3,Office Supplies,2014-04-06,2017-06-26,1177,13,West,Corporate,California,San Francisco
SC-20305,789.1921290499458,7,3979.065,568.4378571428572,229.1617,32.737385714285715,98 days,0.4117647058823529,Regular,Standard Class,0.6666666666666666,Low,29,4,3,4,434,Loyal Customers,3,Office Supplies,2014-12-16,2017-12-01,1081,7,Central,Consumer,California,Philadelphia
SC-20380,503.2552749200998,9,5992.536,665.8373333333334,236.66149999999996,26.295722222222217,72 days,0.5294117647058824,Regular,Standard Class,0.5,Low,30,4,4,4,444,Champions,3,Office Supplies,2014-03-01,2017-11-30,1370,11,South,Consumer,Texas,Atlanta
SC-20440,347.20262468215554,7,1874.998,267.85685714285717,379.5611,54.223014285714285,92 days,0.4117647058823529,Regular,Standard Class,0.7,Low,36,3,3,2,332,Others,3,Office Supplies,2015-08-17,2017-11-24,830,6,East,Corporate,Pennsylvania,Lancaster
SC-20575,232.82559678253347,5,902.7280000000001,180.5456,100.2253,20.04506,200 days,0.29411764705882354,Regular,Standard Class,0.5714285714285714,Low,92,2,1,1,211,Others,2,Office Supplies,2014-06-16,2017-09-29,1201,3,South,Consumer,Florida,Miami
SC-20680,271.10873880630055,6,1254.64,209.10666666666668,370.1578,61.69296666666667,144 days,0.35294117647058826,Regular,Standard Class,0.0,Low,126,2,2,2,222,Others,3,Office Supplies,2014-11-21,2017-08-26,1009,6,West,Home Office,California,Holland
SC-20695,225.6134988278907,10,2576.408,257.6408,611.8291,61.18291000000001,78 days,0.5882352941176471,Regular,Standard Class,0.35714285714285715,Low,89,2,4,3,243,Potential Loyalists,3,Office Supplies,2014-12-16,2017-10-02,1021,9,Central,Corporate,Wisconsin,La Crosse
SC-20725,283.111586722398,11,5226.21,475.11,1276.6513,116.05920909090909,44 days,0.6470588235294118,VIP,Standard Class,0.5,High,187,1,4,4,144,Potential Loyalists,3,Office Supplies,2014-06-03,2017-06-26,1119,12,West,Consumer,California,Houston
SC-20770,224.78318553318798,7,4492.657,641.8081428571429,-671.1874,-95.88391428571428,44 days,0.4117647058823529,Regular,Second Class,0.8095238095238095,Low,41,3,3,4,334,Big Spenders,3,Office Supplies,2015-06-20,2017-11-19,883,12,East,Corporate,Pennsylvania,Philadelphia
SC-20800,64.35314465665216,4,279.25600000000003,69.81400000000001,51.8252,12.9563,180 days,0.23529411764705882,Regular,Standard Class,0.6,Low,30,4,1,1,411,Loyal Customers,2,Office Supplies,2015-12-11,2017-11-30,720,4,Central,Consumer,Texas,Houston
SC-20845,111.48580027967687,2,280.632,140.316,31.1757,15.58785,94 days,0.11764705882352941,New,Standard Class,1.0,Low,131,2,1,1,211,Others,2,Office Supplies,2016-11-11,2017-08-21,283,4,West,Consumer,Colorado,Louisville
SD-20485,818.2719113452737,9,6121.114,680.1237777777777,1985.1671999999999,220.57413333333332,61 days,0.5294117647058824,Regular,Standard Class,0.47619047619047616,High,200,1,4,4,144,Potential Loyalists,3,Office Supplies,2014-01-26,2017-06-13,1234,11,Central,Home Office,Virginia,Alexandria
SE-20110,1989.398378128535,11,12209.438000000002,1109.9489090909092,2650.6769,240.97062727272726,75 days,0.6470588235294118,VIP,Standard Class,0.3684210526315789,Low,9,4,4,4,444,Champions,3,Office Supplies,2014-04-11,2017-12-21,1350,11,West,Consumer,California,Arlington
SF-20065,82.22296418749313,7,763.5459999999999,109.07799999999999,228.1623,32.594614285714286,143 days,0.4117647058823529,Regular,First Class,0.4444444444444444,Low,59,3,3,1,331,Others,2,Office Supplies,2014-09-10,2017-11-01,1148,5,East,Consumer,Massachusetts,Clifton
SF-20200,676.6643985639587,9,3422.7859999999996,380.3095555555555,286.9046,31.87828888888889,74 days,0.5294117647058824,Regular,Standard Class,0.4,Low,59,3,4,3,343,Potential Loyalists,3,Office Supplies,2014-12-23,2017-11-01,1044,8,West,Consumer,Washington,Seattle
SF-20965,357.85384733636886,9,3336.535,370.7261111111111,539.9352,59.9928,69 days,0.5294117647058824,Regular,Standard Class,0.7647058823529411,Low,48,3,4,3,343,Potential Loyalists,3,Office Supplies,2014-10-21,2017-11-12,1118,9,Central,Corporate,Texas,Bedford
SG-20080,421.5599201301799,3,3406.5809999999997,1135.5269999999998,570.438,190.146,78 days,0.17647058823529413,New,Same Day,0.36363636363636365,Low,8,4,1,3,413,Loyal Customers,3,Office Supplies,2015-10-31,2017-12-22,783,10,West,Consumer,California,Redlands
SG-20470,268.0768533136933,8,1884.798,235.59975,-119.0105,-14.8763125,82 days,0.47058823529411764,Regular,Standard Class,0.35714285714285715,High,183,2,3,2,232,Others,3,Office Supplies,2014-07-26,2017-06-30,1070,10,South,Consumer,Georgia,Atlanta
SG-20605,467.5303812123488,6,3124.832,520.8053333333334,463.269,77.2115,110 days,0.35294117647058826,Regular,Standard Class,0.46153846153846156,Low,108,2,2,3,223,Others,3,Office Supplies,2014-01-23,2017-09-13,1329,8,East,Consumer,New York,New York City
SG-20890,6.470610419427212,3,47.946,15.982,-3.7073,-1.2357666666666667,286 days,0.17647058823529413,New,Standard Class,0.8,High,226,1,1,1,111,At Risk,1,Office Supplies,2014-03-30,2017-05-18,1145,4,Central,Corporate,Texas,Mcallen
SH-19975,150.4212380306424,13,3406.8395,262.0645769230769,558.4739999999999,42.95953846153846,38 days,0.7647058823529411,VIP,Standard Class,0.4827586206896552,Low,29,4,4,3,443,Loyal Customers,3,Office Supplies,2014-12-10,2017-12-01,1087,12,West,Corporate,Washington,Seattle
SH-20395,255.08439658451417,10,2180.718,218.0718,-144.5229,-14.45229,80 days,0.5882352941176471,Regular,Standard Class,0.6,Low,23,4,4,2,442,Loyal Customers,3,Office Supplies,2014-11-02,2017-12-07,1131,10,East,Consumer,New York,Jacksonville
SH-20635,503.069705261607,2,2096.392,1048.196,260.6258,130.3129,345 days,0.11764705882352941,New,Standard Class,1.0,High,765,1,1,2,112,Others,1,Furniture,2014-12-16,2015-11-26,345,2,South,Corporate,California,Jackson
SJ-20125,317.217393826516,12,3949.656,329.138,144.1189,12.009908333333334,31 days,0.7058823529411765,VIP,Standard Class,0.7083333333333334,Low,95,2,4,4,244,Potential Loyalists,3,Office Supplies,2015-09-22,2017-09-26,735,11,South,Home Office,Texas,Franklin
SJ-20215,127.05238984083165,6,1341.036,223.506,-23.5137,-3.91895,114 days,0.35294117647058826,Regular,Standard Class,1.0,Low,29,4,2,2,422,Loyal Customers,3,Furniture,2015-02-09,2017-12-01,1026,6,Central,Consumer,Illinois,Chicago
SJ-20500,251.78052482195488,5,1318.776,263.7552,68.09629999999999,13.619259999999997,160 days,0.29411764705882354,Regular,Standard Class,0.2857142857142857,High,253,1,1,2,112,Others,3,Office Supplies,2014-08-31,2017-04-21,964,6,East,Consumer,California,Fairfield
SK-19990,260.1662236382732,3,883.409,294.4696666666667,168.7933,56.26443333333333,97 days,0.17647058823529413,New,Standard Class,0.4,Low,8,4,1,1,411,Loyal Customers,2,Office Supplies,2016-11-28,2017-12-22,389,4,East,Consumer,New York,New York City
SL-20155,556.5612853377226,7,3053.012,436.14457142857145,527.9715,75.4245,140 days,0.4117647058823529,Regular,Standard Class,0.5555555555555556,Low,70,3,3,3,333,Others,3,Office Supplies,2014-09-21,2017-10-21,1126,7,Central,Home Office,New York,Durham
SM-20005,37.93031382416971,4,244.49399999999997,61.12349999999999,-26.5927,-6.648175,142 days,0.23529411764705882,Regular,Standard Class,0.6666666666666666,High,421,1,1,1,111,At Risk,2,Office Supplies,2014-11-23,2016-11-04,712,5,East,Consumer,New York,New York City
SM-20320,5807.08712585931,5,25043.05,5008.61,-1980.7393,-396.14786,93 days,0.29411764705882354,Regular,Standard Class,0.8666666666666667,Low,79,2,1,4,214,Big Spenders,3,Office Supplies,2014-03-18,2017-10-12,1304,9,South,Home Office,Florida,Jacksonville
SM-20905,151.29489765939454,1,1043.041,1043.041,-237.2885,-237.2885,0 days,0.058823529411764705,New,First Class,1.0,High,606,1,1,1,111,At Risk,3,Technology,2016-05-03,2016-05-03,0,5,East,Consumer,Ohio,Newark
SM-20950,441.47628346855976,12,5563.392,463.616,581.5741999999999,48.46451666666666,55 days,0.7058823529411765,VIP,Standard Class,0.45454545454545453,Low,25,4,4,4,444,Champions,2,Office Supplies,2014-09-29,2017-12-05,1163,10,East,Corporate,New York,New York City
SN-20560,208.83150957907893,6,1855.882,309.3136666666667,-713.5301000000002,-118.92168333333336,62 days,0.35294117647058826,Regular,Standard Class,0.2857142857142857,Low,111,2,2,2,222,Others,2,Office Supplies,2015-06-18,2017-09-10,815,7,East,Home Office,New Jersey,Paterson
SN-20710,161.692056708372,7,3127.9592,446.85131428571424,481.74989999999997,68.82141428571428,69 days,0.4117647058823529,Regular,Standard Class,0.47368421052631576,Low,79,2,3,3,233,Others,3,Office Supplies,2014-05-06,2017-10-12,1255,10,Central,Home Office,Texas,Houston
SO-20335,250.28005683665555,6,2602.5755,433.76258333333334,-81.0858,-13.5143,55 days,0.35294117647058826,Regular,Standard Class,0.6666666666666666,Low,29,4,2,3,423,Loyal Customers,3,Furniture,2015-10-11,2017-12-01,782,9,South,Consumer,New York,Columbia
SP-20545,156.7703326697299,6,1306.086,217.681,-118.77570000000001,-19.79595,94 days,0.35294117647058826,Regular,Standard Class,0.7,High,327,1,2,2,122,Others,3,Office Supplies,2014-10-13,2017-02-06,847,6,East,Corporate,New York,Chicago
SP-20620,469.10893076689456,9,5440.319,604.4798888888889,-270.42819999999995,-30.04757777777777,50 days,0.5294117647058824,Regular,Standard Class,0.75,Low,47,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-09-08,2017-11-13,1162,11,East,Corporate,Pennsylvania,Philadelphia
SP-20650,101.11948601493091,9,1872.4360000000001,208.04844444444447,268.4782,29.830911111111114,69 days,0.5294117647058824,Regular,Standard Class,0.5333333333333333,High,386,1,4,2,142,Potential Loyalists,3,Office Supplies,2014-04-16,2016-12-09,968,8,East,Corporate,California,Akron
SP-20860,372.97872071574494,10,4282.94,428.294,566.7226,56.67226000000001,44 days,0.5882352941176471,Regular,Standard Class,0.7083333333333334,Low,79,2,4,4,244,Potential Loyalists,3,Office Supplies,2014-12-15,2017-10-12,1032,10,East,Corporate,Pennsylvania,Philadelphia
SP-20920,529.9574506789967,6,3990.689,665.1148333333333,14.692400000000003,2.4487333333333337,81 days,0.35294117647058826,Regular,Standard Class,0.7857142857142857,Low,70,3,2,4,324,Big Spenders,3,Office Supplies,2014-11-22,2017-10-21,1064,10,East,Consumer,Ohio,Columbus
SR-20425,877.530545439618,4,3091.521,772.88025,-3369.4044,-842.3511,177 days,0.23529411764705882,Regular,Standard Class,0.75,Low,52,3,1,3,313,Others,3,Office Supplies,2014-06-14,2017-11-08,1243,6,West,Home Office,Colorado,Louisville
SR-20740,963.6281878836721,8,4345.8859999999995,543.2357499999999,1990.4243999999999,248.80304999999998,110 days,0.47058823529411764,Regular,Standard Class,0.16666666666666666,High,196,1,3,4,134,Big Spenders,3,Office Supplies,2014-02-20,2017-06-17,1213,7,Central,Home Office,Indiana,Bloomington
